date,company,price
2021-03-05,TATASTEEL,100.75
2021-03-05,TCS,3025.0
2021-03-05,TITAN,1423.7
2021-03-05,WIPRO,232.5
2021-03-06,BAJFINANCE,589.0
2021-03-06,JSWSTEEL,711.8
2021-03-06,KOTAKBANK,362.9
2021-03-06,NIFTY 50,15688.9
2021-03-06,NIFTY BANK,35653.7
2021-03-06,ONGC,111.75
2021-03-06,TATAPOWER,108.5
2021-03-06,TATASTEEL,105.69
2021-03-06,TITAN,1694.0
2021-03-06,WIPRO,257.6
2021-03-08,ADANIGREEN,1171.8
2021-03-08,AXISBANK,744.0
2021-03-08,BAJFINANCE,631.5
2021-03-08,JSWSTEEL,740.85
2021-03-08,KOTAKBANK,337.6
2021-03-08,NIFTY 50,16123.4
2021-03-08,NIFTY BANK,35199.5
2021-03-08,ONGC,106.3
2021-03-08,TATAPOWER,132.5
2021-03-08,TATASTEEL,133.98
2021-03-08,TCS,3008.7
2021-03-08,TITAN,1842.15
2021-03-08,WIPRO,285.85
2021-03-09,ADANIGREEN,1169.0
2021-03-09,AXISBANK,744.6
2021-03-09,BAJFINANCE,752.0
2021-03-09,JSWSTEEL,690.3
2021-03-09,KOTAKBANK,358.6
2021-03-09,NIFTY 50,17320.55
2021-03-09,NIFTY BANK,36763.25
2021-03-09,ONGC,111.55
2021-03-09,TATAPOWER,133.7
2021-03-09,TATASTEEL,137.2
2021-03-09,TCS,3060.5
2021-03-09,TITAN,2021.0
2021-03-09,WIPRO,312.75
2021-03-10,ADANIGREEN,1184.05
2021-03-10,AXISBANK,759.2
2021-03-10,TCS,3070.0
2021-03-11,BAJFINANCE,753.0
2021-03-11,JSWSTEEL,680.0
2021-03-11,KOTAKBANK,407.4
2021-03-11,NIFTY 50,17833.0
2021-03-11,NIFTY BANK,39416.45
2021-03-11,ONGC,137.35
2021-03-11,TATAPOWER,229.85
2021-03-11,TATASTEEL,126.06
2021-03-11,TITAN,2421.0
2021-03-11,WIPRO,311.7
2021-03-12,ADANIGREEN,1163.0
2021-03-12,AXISBANK,749.1
2021-03-12,BAJFINANCE,708.5
2021-03-12,JSWSTEEL,646.0
2021-03-12,KOTAKBANK,384.0
2021-03-12,NIFTY 50,17210.3
2021-03-12,NIFTY BANK,36213.6
2021-03-12,ONGC,131.55
2021-03-12,TATAPOWER,225.3
2021-03-12,TATASTEEL,105.39
2021-03-12,TCS,3054.95
2021-03-12,TITAN,2376.45
2021-03-12,WIPRO,306.05
2021-03-15,ADANIGREEN,1205.0
2021-03-15,AXISBANK,745.0
2021-03-15,TCS,3062.05
2021-03-16,ADANIGREEN,1220.0
2021-03-16,AXISBANK,737.6
2021-03-16,TCS,3106.0
2021-03-17,ADANIGREEN,1163.0
2021-03-17,AXISBANK,724.75
2021-03-17,TCS,3107.4
2021-03-18,ADANIGREEN,1142.0
2021-03-18,AXISBANK,718.35
2021-03-18,TCS,3042.0
2021-03-19,ADANIGREEN,1192.6
2021-03-19,AXISBANK,725.2
2021-03-19,TCS,3054.8
2021-03-22,ADANIGREEN,1252.2
2021-03-22,AXISBANK,717.0
2021-03-22,TCS,3128.0
2021-03-23,ADANIGREEN,1306.0
2021-03-23,AXISBANK,731.0
2021-03-23,TCS,3142.0
2021-03-24,ADANIGREEN,1293.0
2021-03-24,AXISBANK,709.05
2021-03-24,TCS,3125.0
2021-03-25,ADANIGREEN,1226.8
2021-03-25,AXISBANK,692.45
2021-03-25,TCS,3074.5
2021-03-26,ADANIGREEN,1213.0
2021-03-26,AXISBANK,701.75
2021-03-26,TCS,3067.0
2021-03-30,ADANIGREEN,1151.75
2021-03-30,AXISBANK,696.8
2021-03-30,TCS,3172.0
2021-03-31,ADANIGREEN,1099.8
2021-03-31,AXISBANK,698.2
2021-03-31,TCS,3175.0
2021-04-01,ADANIGREEN,1160.05
2021-04-01,AXISBANK,712.0
2021-04-01,BAJFINANCE,522.0
2021-04-01,JSWSTEEL,403.65
2021-04-01,KOTAKBANK,394.0
2021-04-01,NIFTY 50,14143.65
2021-04-01,NIFTY BANK,31275.15
2021-04-01,ONGC,87.7
2021-04-01,TATAPOWER,79.4
2021-04-01,TATASTEEL,64.45
2021-04-01,TCS,3167.0
2021-04-01,TITAN,1549.1
2021-04-01,WIPRO,189.6
2021-04-02,BAJFINANCE,550.5
2021-04-02,JSWSTEEL,400.9
2021-04-02,KOTAKBANK,382.6
2021-04-02,NIFTY 50,14889.5
2021-04-02,NIFTY BANK,35322.35
2021-04-02,ONGC,88.4
2021-04-02,TATAPOWER,90.0
2021-04-02,TATASTEEL,60.68
2021-04-02,TITAN,1512.0
2021-04-02,WIPRO,205.55
2021-04-03,BAJFINANCE,549.0
2021-04-03,JSWSTEEL,415.5
2021-04-03,KOTAKBANK,379.4
2021-04-03,NIFTY 50,15087.15
2021-04-03,NIFTY BANK,35834.15
2021-04-03,ONGC,102.1
2021-04-03,TATAPOWER,109.25
2021-04-03,TATASTEEL,70.51
2021-04-03,TITAN,1469.0
2021-04-03,WIPRO,210.05
2021-04-05,ADANIGREEN,1169.0
2021-04-05,AXISBANK,687.0
2021-04-05,BAJFINANCE,559.5
2021-04-05,JSWSTEEL,716.0
2021-04-05,KOTAKBANK,346.6
2021-04-05,NIFTY 50,14506.85
2021-04-05,NIFTY BANK,32293.75
2021-04-05,ONGC,98.7
2021-04-05,TATAPOWER,101.6
2021-04-05,TATASTEEL,100.75
2021-04-05,TCS,3241.0
2021-04-05,TITAN,1403.5
2021-04-05,WIPRO,230.7
2021-04-06,ADANIGREEN,1203.0
2021-04-06,AXISBANK,678.5
2021-04-06,BAJFINANCE,598.0
2021-04-06,JSWSTEEL,719.8
2021-04-06,KOTAKBANK,362.8
2021-04-06,NIFTY 50,15670.65
2021-04-06,NIFTY BANK,35339.55
2021-04-06,ONGC,113.05
2021-04-06,TATAPOWER,108.1
2021-04-06,TATASTEEL,105.93
2021-04-06,TCS,3266.5
2021-04-06,TITAN,1684.0
2021-04-06,WIPRO,258.75
2021-04-07,ADANIGREEN,1195.0
2021-04-07,AXISBANK,686.95
2021-04-07,TCS,3271.0
2021-04-08,ADANIGREEN,1161.0
2021-04-08,AXISBANK,682.45
2021-04-08,BAJFINANCE,635.5
2021-04-08,JSWSTEEL,745.6
2021-04-08,KOTAKBANK,350.4
2021-04-08,NIFTY 50,16253.0
2021-04-08,NIFTY BANK,35994.5
2021-04-08,ONGC,106.1
2021-04-08,TATAPOWER,131.9
2021-04-08,TATASTEEL,134.81
2021-04-08,TCS,3315.0
2021-04-08,TITAN,1799.95
2021-04-08,WIPRO,285.1
2021-04-09,ADANIGREEN,1141.95
2021-04-09,AXISBANK,668.05
2021-04-09,TCS,3325.0
2021-04-10,BAJFINANCE,769.5
2021-04-10,JSWSTEEL,682.0
2021-04-10,KOTAKBANK,398.6
2021-04-10,NIFTY 50,17700.5
2021-04-10,NIFTY BANK,37602.7
2021-04-10,ONGC,133.6
2021-04-10,TATAPOWER,168.4
2021-04-10,TATASTEEL,125.67
2021-04-10,TITAN,2155.0
2021-04-10,WIPRO,307.3
2021-04-11,BAJFINANCE,751.5
2021-04-11,JSWSTEEL,679.0
2021-04-11,KOTAKBANK,412.0
2021-04-11,NIFTY 50,17918.9
2021-04-11,NIFTY BANK,39564.1
2021-04-11,ONGC,137.55
2021-04-11,TATAPOWER,231.25
2021-04-11,TATASTEEL,126.11
2021-04-11,TITAN,2435.0
2021-04-11,WIPRO,311.6
2021-04-12,ADANIGREEN,1085.65
2021-04-12,AXISBANK,639.7
2021-04-12,TCS,3249.8
2021-04-13,ADANIGREEN,1105.0
2021-04-13,AXISBANK,660.0
2021-04-13,TCS,3120.0
2021-04-15,ADANIGREEN,1119.0
2021-04-15,AXISBANK,668.85
2021-04-15,TCS,3227.0
2021-04-16,ADANIGREEN,1104.95
2021-04-16,AXISBANK,667.8
2021-04-16,TCS,3186.1
2021-04-19,ADANIGREEN,1053.2
2021-04-19,AXISBANK,647.85
2021-04-19,TCS,3159.15
2021-04-20,ADANIGREEN,1042.0
2021-04-20,AXISBANK,651.7
2021-04-20,TCS,3140.0
2021-04-22,ADANIGREEN,1027.0
2021-04-22,AXISBANK,656.9
2021-04-22,TCS,3121.55
2021-04-23,ADANIGREEN,1053.5
2021-04-23,AXISBANK,665.0
2021-04-23,TCS,3112.0
2021-04-26,ADANIGREEN,1051.0
2021-04-26,AXISBANK,699.0
2021-04-26,TCS,3101.0
2021-04-27,ADANIGREEN,1056.2
2021-04-27,AXISBANK,701.05
2021-04-27,TCS,3132.75
2021-04-28,ADANIGREEN,1054.0
2021-04-28,AXISBANK,705.95
2021-04-28,TCS,3123.0
2021-04-29,ADANIGREEN,1056.25
2021-04-29,AXISBANK,717.15
2021-04-29,TCS,3114.45
2021-04-30,ADANIGREEN,1023.95
2021-04-30,AXISBANK,711.5
2021-04-30,TCS,3040.5
2021-05-01,BAJFINANCE,513.0
2021-05-01,JSWSTEEL,395.55
2021-05-01,KOTAKBANK,392.0
2021-05-01,NIFTY 50,14199.3
2021-05-01,NIFTY BANK,31705.6
2021-05-01,ONGC,85.95
2021-05-01,TATAPOWER,80.95
2021-05-01,TATASTEEL,63.03
2021-05-01,TITAN,1574.0
2021-05-01,WIPRO,193.95
2021-05-02,BAJFINANCE,552.0
2021-05-02,JSWSTEEL,402.85
2021-05-02,KOTAKBANK,398.0
2021-05-02,NIFTY 50,14940.85
2021-05-02,NIFTY BANK,35753.85
2021-05-02,ONGC,88.35
2021-05-02,TATAPOWER,87.5
2021-05-02,TATASTEEL,63.76
2021-05-02,TITAN,1512.65
2021-05-02,WIPRO,203.85
2021-05-03,ADANIGREEN,1039.5
2021-05-03,AXISBANK,703.5
2021-05-03,BAJFINANCE,545.0
2021-05-03,JSWSTEEL,407.85
2021-05-03,KOTAKBANK,384.0
2021-05-03,NIFTY 50,14963.15
2021-05-03,NIFTY BANK,35333.8
2021-05-03,ONGC,104.35
2021-05-03,TATAPOWER,107.55
2021-05-03,TATASTEEL,68.31
2021-05-03,TCS,3036.0
2021-05-03,TITAN,1474.0
2021-05-03,WIPRO,201.7
2021-05-04,ADANIGREEN,1047.35
2021-05-04,AXISBANK,700.5
2021-05-04,BAJFINANCE,497.0
2021-05-04,JSWSTEEL,519.5
2021-05-04,KOTAKBANK,352.2
2021-05-04,NIFTY 50,14649.05
2021-05-04,NIFTY BANK,32714.45
2021-05-04,ONGC,93.35
2021-05-04,TATAPOWER,103.5
2021-05-04,TATASTEEL,81.26
2021-05-04,TCS,3052.85
2021-05-04,TITAN,1535.95
2021-05-04,WIPRO,203.55
2021-05-05,ADANIGREEN,1064.0
2021-05-05,AXISBANK,718.6
2021-05-05,BAJFINANCE,552.0
2021-05-05,JSWSTEEL,718.5
2021-05-05,KOTAKBANK,355.1
2021-05-05,NIFTY 50,14635.0
2021-05-05,NIFTY BANK,32851.55
2021-05-05,ONGC,100.6
2021-05-05,TATAPOWER,101.9
2021-05-05,TATASTEEL,101.14
2021-05-05,TCS,3096.7
2021-05-05,TITAN,1429.65
2021-05-05,WIPRO,234.55
2021-05-06,ADANIGREEN,1102.5
2021-05-06,AXISBANK,716.35
2021-05-06,TCS,3115.9
2021-05-07,ADANIGREEN,1103.2
2021-05-07,AXISBANK,715.3
2021-05-07,BAJFINANCE,607.0
2021-05-07,JSWSTEEL,673.8
2021-05-07,KOTAKBANK,346.2
2021-05-07,NIFTY 50,15838.4
2021-05-07,NIFTY BANK,35218.6
2021-05-07,ONGC,109.6
2021-05-07,TATAPOWER,125.65
2021-05-07,TATASTEEL,109.69
2021-05-07,TCS,3131.0
2021-05-07,TITAN,1751.0
2021-05-07,WIPRO,256.4
2021-05-08,BAJFINANCE,625.0
2021-05-08,JSWSTEEL,763.7
2021-05-08,KOTAKBANK,353.7
2021-05-08,NIFTY 50,16281.8
2021-05-08,NIFTY BANK,35799.65
2021-05-08,ONGC,105.35
2021-05-08,TATAPOWER,134.8
2021-05-08,TATASTEEL,138.08
2021-05-08,TITAN,1800.0
2021-05-08,WIPRO,287.4
2021-05-10,ADANIGREEN,1100.0
2021-05-10,AXISBANK,716.6
2021-05-10,BAJFINANCE,775.0
2021-05-10,JSWSTEEL,679.5
2021-05-10,KOTAKBANK,396.8
2021-05-10,NIFTY 50,17829.3
2021-05-10,NIFTY BANK,37742.7
2021-05-10,ONGC,147.85
2021-05-10,TATAPOWER,179.65
2021-05-10,TATASTEEL,125.23
2021-05-10,TCS,3147.0
2021-05-10,TITAN,2197.35
2021-05-10,WIPRO,309.4
2021-05-11,ADANIGREEN,1076.1
2021-05-11,AXISBANK,706.95
2021-05-11,TCS,3121.0
2021-05-12,ADANIGREEN,1050.0
2021-05-12,AXISBANK,691.2
2021-05-12,TCS,3085.8
2021-05-14,ADANIGREEN,1088.7
2021-05-14,AXISBANK,685.3
2021-05-14,TCS,3052.0
2021-05-17,ADANIGREEN,1142.45
2021-05-17,AXISBANK,708.65
2021-05-17,TCS,3072.75
2021-05-18,ADANIGREEN,1199.55
2021-05-18,AXISBANK,712.0
2021-05-18,TCS,3089.0
2021-05-19,ADANIGREEN,1241.6
2021-05-19,AXISBANK,714.1
2021-05-19,TCS,3084.9
2021-05-20,ADANIGREEN,1270.0
2021-05-20,AXISBANK,706.15
2021-05-20,TCS,3060.65
2021-05-21,ADANIGREEN,1314.95
2021-05-21,AXISBANK,732.5
2021-05-21,TCS,3080.0
2021-05-24,ADANIGREEN,1364.15
2021-05-24,AXISBANK,738.65
2021-05-24,TCS,3082.4
2021-05-25,ADANIGREEN,1316.0
2021-05-25,AXISBANK,732.7
2021-05-25,TCS,3115.0
2021-05-26,ADANIGREEN,1272.0
2021-05-26,AXISBANK,734.65
2021-05-26,TCS,3158.0
2021-05-27,ADANIGREEN,1260.0
2021-05-27,AXISBANK,749.7
2021-05-27,TCS,3198.0
2021-05-28,ADANIGREEN,1242.0
2021-05-28,AXISBANK,744.3
2021-05-28,TCS,3146.0
2021-05-31,ADANIGREEN,1270.15
2021-05-31,AXISBANK,748.75
2021-05-31,TCS,3163.5
2021-06-01,ADANIGREEN,1265.0
2021-06-01,AXISBANK,745.3
2021-06-01,BAJFINANCE,502.0
2021-06-01,JSWSTEEL,400.5
2021-06-01,KOTAKBANK,394.0
2021-06-01,NIFTY 50,14134.05
2021-06-01,NIFTY BANK,31739.4
2021-06-01,ONGC,87.7
2021-06-01,TATAPOWER,82.35
2021-06-01,TATASTEEL,63.32
2021-06-01,TCS,3153.9
2021-06-01,TITAN,1569.1
2021-06-01,WIPRO,194.0
2021-06-02,ADANIGREEN,1298.0
2021-06-02,AXISBANK,737.7
2021-06-02,TCS,3135.0
2021-06-03,ADANIGREEN,1288.0
2021-06-03,AXISBANK,752.25
2021-06-03,TCS,3144.9
2021-06-04,ADANIGREEN,1280.95
2021-06-04,AXISBANK,742.8
2021-06-04,BAJFINANCE,499.5
2021-06-04,JSWSTEEL,538.0
2021-06-04,KOTAKBANK,352.9
2021-06-04,NIFTY 50,14700.8
2021-06-04,NIFTY BANK,32540.9
2021-06-04,ONGC,93.75
2021-06-04,TATAPOWER,104.8
2021-06-04,TATASTEEL,80.72
2021-06-04,TCS,3138.5
2021-06-04,TITAN,1535.0
2021-06-04,WIPRO,204.1
2021-06-05,BAJFINANCE,553.0
2021-06-05,JSWSTEEL,731.05
2021-06-05,KOTAKBANK,358.6
2021-06-05,NIFTY 50,14733.2
2021-06-05,NIFTY BANK,32875.7
2021-06-05,ONGC,99.65
2021-06-05,TATAPOWER,102.85
2021-06-05,TATASTEEL,104.22
2021-06-05,TITAN,1441.0
2021-06-05,WIPRO,244.7
2021-06-07,ADANIGREEN,1265.0
2021-06-07,AXISBANK,749.9
2021-06-07,BAJFINANCE,620.5
2021-06-07,JSWSTEEL,672.95
2021-06-07,KOTAKBANK,351.0
2021-06-07,NIFTY 50,15816.4
2021-06-07,NIFTY BANK,35530.45
2021-06-07,ONGC,109.85
2021-06-07,TATAPOWER,123.25
2021-06-07,TATASTEEL,110.42
2021-06-07,TCS,3185.35
2021-06-07,TITAN,1760.9
2021-06-07,WIPRO,254.9
2021-06-08,ADANIGREEN,1267.1
2021-06-08,AXISBANK,745.45
2021-06-08,BAJFINANCE,622.5
2021-06-08,JSWSTEEL,756.0
2021-06-08,KOTAKBANK,355.9
2021-06-08,NIFTY 50,16254.7
2021-06-08,NIFTY BANK,35882.1
2021-06-08,ONGC,105.35
2021-06-08,TATAPOWER,135.5
2021-06-08,TATASTEEL,136.03
2021-06-08,TCS,3202.0
2021-06-08,TITAN,1789.0
2021-06-08,WIPRO,286.55
2021-06-09,ADANIGREEN,1244.55
2021-06-09,AXISBANK,737.0
2021-06-09,BAJFINANCE,751.5
2021-06-09,JSWSTEEL,686.0
2021-06-09,KOTAKBANK,355.4
2021-06-09,NIFTY 50,17379.65
2021-06-09,NIFTY BANK,36588.25
2021-06-09,ONGC,109.9
2021-06-09,TATAPOWER,132.1
2021-06-09,TATASTEEL,136.76
2021-06-09,TCS,3199.7
2021-06-09,TITAN,2020.0
2021-06-09,WIPRO,328.55
2021-06-10,ADANIGREEN,1225.0
2021-06-10,AXISBANK,742.6
2021-06-10,BAJFINANCE,773.0
2021-06-10,JSWSTEEL,657.55
2021-06-10,KOTAKBANK,390.7
2021-06-10,NIFTY 50,17626.45
2021-06-10,NIFTY BANK,37479.4
2021-06-10,ONGC,151.2
2021-06-10,TATAPOWER,175.8
2021-06-10,TATASTEEL,120.98
2021-06-10,TCS,3216.0
2021-06-10,TITAN,2148.9
2021-06-10,WIPRO,303.65
2021-06-11,ADANIGREEN,1220.0
2021-06-11,AXISBANK,737.5
2021-06-11,TCS,3281.85
2021-06-12,BAJFINANCE,695.0
2021-06-12,JSWSTEEL,641.65
2021-06-12,KOTAKBANK,377.2
2021-06-12,NIFTY 50,16909.3
2021-06-12,NIFTY BANK,35736.65
2021-06-12,ONGC,129.8
2021-06-12,TATAPOWER,220.95
2021-06-12,TATASTEEL,104.66
2021-06-12,TITAN,2333.0
2021-06-12,WIPRO,298.5
2021-06-14,ADANIGREEN,1229.0
2021-06-14,AXISBANK,735.5
2021-06-14,TCS,3277.85
2021-06-15,ADANIGREEN,1200.0
2021-06-15,AXISBANK,748.5
2021-06-15,TCS,3262.0
2021-06-16,ADANIGREEN,1165.0
2021-06-16,AXISBANK,747.0
2021-06-16,TCS,3269.7
2021-06-17,ADANIGREEN,1123.65
2021-06-17,AXISBANK,737.0
2021-06-17,TCS,3328.45
2021-06-18,ADANIGREEN,1067.5
2021-06-18,AXISBANK,738.0
2021-06-18,TCS,3303.0
2021-06-21,ADANIGREEN,1120.9
2021-06-21,AXISBANK,737.9
2021-06-21,TCS,3273.0
2021-06-22,ADANIGREEN,1165.0
2021-06-22,AXISBANK,738.9
2021-06-22,TCS,3305.0
2021-06-23,ADANIGREEN,1169.0
2021-06-23,AXISBANK,732.4
2021-06-23,TCS,3264.0
2021-06-24,ADANIGREEN,1132.4
2021-06-24,AXISBANK,739.5
2021-06-24,TCS,3370.0
2021-06-25,ADANIGREEN,1158.0
2021-06-25,AXISBANK,760.6
2021-06-25,TCS,3371.2
2021-06-28,ADANIGREEN,1120.0
2021-06-28,AXISBANK,763.1
2021-06-28,TCS,3342.0
2021-06-29,ADANIGREEN,1120.0
2021-06-29,AXISBANK,753.0
2021-06-29,TCS,3335.25
2021-06-30,ADANIGREEN,1115.0
2021-06-30,AXISBANK,748.5
2021-06-30,TCS,3351.0
2021-07-01,ADANIGREEN,1068.7
2021-07-01,AXISBANK,746.9
2021-07-01,BAJFINANCE,508.0
2021-07-01,JSWSTEEL,404.45
2021-07-01,KOTAKBANK,390.7
2021-07-01,NIFTY 50,14148.45
2021-07-01,NIFTY BANK,31971.5
2021-07-01,ONGC,88.55
2021-07-01,TATAPOWER,82.0
2021-07-01,TATASTEEL,66.84
2021-07-01,TCS,3338.0
2021-07-01,TITAN,1544.65
2021-07-01,WIPRO,194.75
2021-07-02,ADANIGREEN,1015.3
2021-07-02,AXISBANK,751.0
2021-07-02,TCS,3326.9
2021-07-04,BAJFINANCE,507.0
2021-07-04,JSWSTEEL,566.0
2021-07-04,KOTAKBANK,358.0
2021-07-04,NIFTY 50,14808.85
2021-07-04,NIFTY BANK,32958.6
2021-07-04,ONGC,94.6
2021-07-04,TATAPOWER,104.4
2021-07-04,TATASTEEL,82.13
2021-07-04,TITAN,1517.5
2021-07-04,WIPRO,208.95
2021-07-05,ADANIGREEN,964.55
2021-07-05,AXISBANK,760.45
2021-07-05,BAJFINANCE,548.0
2021-07-05,JSWSTEEL,754.4
2021-07-05,KOTAKBANK,355.8
2021-07-05,NIFTY 50,14810.8
2021-07-05,NIFTY BANK,32888.25
2021-07-05,ONGC,100.85
2021-07-05,TATAPOWER,102.5
2021-07-05,TATASTEEL,112.13
2021-07-05,TCS,3328.0
2021-07-05,TITAN,1440.95
2021-07-05,WIPRO,246.15
2021-07-06,ADANIGREEN,1012.75
2021-07-06,AXISBANK,757.0
2021-07-06,BAJFINANCE,572.5
2021-07-06,JSWSTEEL,715.6
2021-07-06,KOTAKBANK,363.0
2021-07-06,NIFTY 50,15747.0
2021-07-06,NIFTY BANK,35403.05
2021-07-06,ONGC,113.35
2021-07-06,TATAPOWER,113.75
2021-07-06,TATASTEEL,106.76
2021-07-06,TCS,3273.65
2021-07-06,TITAN,1682.95
2021-07-06,WIPRO,261.9
2021-07-07,ADANIGREEN,1026.85
2021-07-07,AXISBANK,763.2
2021-07-07,BAJFINANCE,619.0
2021-07-07,JSWSTEEL,691.5
2021-07-07,KOTAKBANK,352.0
2021-07-07,NIFTY 50,15878.65
2021-07-07,NIFTY BANK,35754.65
2021-07-07,ONGC,108.55
2021-07-07,TATAPOWER,124.1
2021-07-07,TATASTEEL,116.19
2021-07-07,TCS,3275.85
2021-07-07,TITAN,1726.8
2021-07-07,WIPRO,254.8
2021-07-08,ADANIGREEN,1037.8
2021-07-08,AXISBANK,753.95
2021-07-08,TCS,3253.0
2021-07-09,ADANIGREEN,1017.0
2021-07-09,AXISBANK,747.35
2021-07-09,BAJFINANCE,745.0
2021-07-09,JSWSTEEL,684.5
2021-07-09,KOTAKBANK,353.0
2021-07-09,NIFTY 50,17357.45
2021-07-09,NIFTY BANK,36465.0
2021-07-09,ONGC,108.7
2021-07-09,TATAPOWER,129.9
2021-07-09,TATASTEEL,135.54
2021-07-09,TCS,3211.0
2021-07-09,TITAN,2030.85
2021-07-09,WIPRO,322.55
2021-07-10,BAJFINANCE,775.5
2021-07-10,JSWSTEEL,666.5
2021-07-10,KOTAKBANK,390.7
2021-07-10,NIFTY 50,17797.15
2021-07-10,NIFTY BANK,37756.0
2021-07-10,ONGC,145.15
2021-07-10,TATAPOWER,178.35
2021-07-10,TATASTEEL,122.4
2021-07-10,TITAN,2374.0
2021-07-10,WIPRO,307.75
2021-07-12,ADANIGREEN,1003.3
2021-07-12,AXISBANK,753.0
2021-07-12,BAJFINANCE,710.0
2021-07-12,JSWSTEEL,661.6
2021-07-12,KOTAKBANK,386.9
2021-07-12,NIFTY 50,17180.5
2021-07-12,NIFTY BANK,36621.4
2021-07-12,ONGC,132.1
2021-07-12,TATAPOWER,226.8
2021-07-12,TATASTEEL,109.15
2021-07-12,TCS,3198.4
2021-07-12,TITAN,2384.7
2021-07-12,WIPRO,302.75
2021-07-13,ADANIGREEN,995.0
2021-07-13,AXISBANK,771.0
2021-07-13,TCS,3190.4
2021-07-14,ADANIGREEN,979.0
2021-07-14,AXISBANK,770.25
2021-07-14,TCS,3214.4
2021-07-15,ADANIGREEN,983.0
2021-07-15,AXISBANK,773.3
2021-07-15,TCS,3201.9
2021-07-16,ADANIGREEN,1012.55
2021-07-16,AXISBANK,771.15
2021-07-16,TCS,3195.0
2021-07-19,ADANIGREEN,972.0
2021-07-19,AXISBANK,754.0
2021-07-19,TCS,3184.9
2021-07-20,ADANIGREEN,940.2
2021-07-20,AXISBANK,745.95
2021-07-20,TCS,3201.3
2021-07-22,ADANIGREEN,992.35
2021-07-22,AXISBANK,747.15
2021-07-22,TCS,3214.7
2021-07-23,ADANIGREEN,969.5
2021-07-23,AXISBANK,755.3
2021-07-23,TCS,3210.0
2021-07-26,ADANIGREEN,940.45
2021-07-26,AXISBANK,754.55
2021-07-26,TCS,3200.35
2021-07-27,ADANIGREEN,925.45
2021-07-27,AXISBANK,731.65
2021-07-27,TCS,3187.95
2021-07-28,ADANIGREEN,952.0
2021-07-28,AXISBANK,722.0
2021-07-28,TCS,3199.9
2021-07-29,ADANIGREEN,917.0
2021-07-29,AXISBANK,717.1
2021-07-29,TCS,3194.0
2021-07-30,ADANIGREEN,878.85
2021-07-30,AXISBANK,709.3
2021-07-30,TCS,3166.35
2021-08-01,BAJFINANCE,508.0
2021-08-01,JSWSTEEL,402.1
2021-08-01,KOTAKBANK,394.0
2021-08-01,NIFTY 50,14343.9
2021-08-01,NIFTY BANK,32078.15
2021-08-01,ONGC,90.75
2021-08-01,TATAPOWER,82.85
2021-08-01,TATASTEEL,66.11
2021-08-01,TITAN,1548.55
2021-08-01,WIPRO,204.35
2021-08-02,ADANIGREEN,879.95
2021-08-02,AXISBANK,720.35
2021-08-02,BAJFINANCE,549.5
2021-08-02,JSWSTEEL,416.55
2021-08-02,KOTAKBANK,391.6
2021-08-02,NIFTY 50,15129.45
2021-08-02,NIFTY BANK,35995.5
2021-08-02,ONGC,89.95
2021-08-02,TATAPOWER,89.9
2021-08-02,TATASTEEL,65.23
2021-08-02,TCS,3220.0
2021-08-02,TITAN,1544.95
2021-08-02,WIPRO,208.5
2021-08-03,ADANIGREEN,907.0
2021-08-03,AXISBANK,737.7
2021-08-03,BAJFINANCE,533.0
2021-08-03,JSWSTEEL,407.65
2021-08-03,KOTAKBANK,382.8
2021-08-03,NIFTY 50,14962.85
2021-08-03,NIFTY BANK,35307.05
2021-08-03,ONGC,107.3
2021-08-03,TATAPOWER,108.9
2021-08-03,TATASTEEL,68.36
2021-08-03,TCS,3278.95
2021-08-03,TITAN,1455.0
2021-08-03,WIPRO,199.35
2021-08-04,ADANIGREEN,885.0
2021-08-04,AXISBANK,752.0
2021-08-04,BAJFINANCE,503.0
2021-08-04,JSWSTEEL,617.0
2021-08-04,KOTAKBANK,356.8
2021-08-04,NIFTY 50,14877.5
2021-08-04,NIFTY BANK,32798.4
2021-08-04,ONGC,93.65
2021-08-04,TATAPOWER,105.15
2021-08-04,TATASTEEL,86.58
2021-08-04,TCS,3275.0
2021-08-04,TITAN,1568.9
2021-08-04,WIPRO,211.15
2021-08-05,ADANIGREEN,890.1
2021-08-05,AXISBANK,748.0
2021-08-05,TCS,3282.15
2021-08-06,ADANIGREEN,907.0
2021-08-06,AXISBANK,743.1
2021-08-06,BAJFINANCE,575.0
2021-08-06,JSWSTEEL,706.5
2021-08-06,KOTAKBANK,358.4
2021-08-06,NIFTY 50,15741.85
2021-08-06,NIFTY BANK,35083.5
2021-08-06,ONGC,112.95
2021-08-06,TATAPOWER,117.45
2021-08-06,TATASTEEL,104.95
2021-08-06,TCS,3311.9
2021-08-06,TITAN,1710.0
2021-08-06,WIPRO,263.5
2021-08-07,BAJFINANCE,612.0
2021-08-07,JSWSTEEL,669.3
2021-08-07,KOTAKBANK,346.5
2021-08-07,NIFTY 50,15728.0
2021-08-07,NIFTY BANK,35282.95
2021-08-07,ONGC,105.85
2021-08-07,TATAPOWER,123.1
2021-08-07,TATASTEEL,112.77
2021-08-07,TITAN,1725.0
2021-08-07,WIPRO,254.05
2021-08-09,ADANIGREEN,902.05
2021-08-09,AXISBANK,754.6
2021-08-09,BAJFINANCE,745.0
2021-08-09,JSWSTEEL,687.05
2021-08-09,KOTAKBANK,365.4
2021-08-09,NIFTY 50,17370.7
2021-08-09,NIFTY BANK,36850.9
